DepComN,NomCN,DepComA,NomCA,ChefLieu,ComDLG,Date1,Date1_bis,Date2,Date3,Commentaire
23192,Fursac,23192,Saint-Étienne-de-Fursac,O,O,29/09/2016,,27/12/2016,,
23192,Fursac,23231,Saint-Pierre-de-Fursac,N,O,29/09/2016,,27/12/2016,,
24026,Bassillac et Auberoche,24026,Bassillac,O,O,29/06/2016,,27/10/2016,,
24026,Bassillac et Auberoche,24044,Blis-et-Born,N,O,29/06/2016,,27/10/2016,,
24026,Bassillac et Auberoche,24103,Change (Le),N,O,29/06/2016,,27/10/2016,,
24026,Bassillac et Auberoche,24166,Eyliac,N,O,29/06/2016,,27/10/2016,,
24026,Bassillac et Auberoche,24270,Milhac-d'Auberoche,N,O,29/06/2016,,27/10/2016,,
24026,Bassillac et Auberoche,24369,Saint-Antoine-d'Auberoche,N,O,29/06/2016,,27/10/2016,,
24053,Boulazac Isle Manoire,24053,Boulazac Isle Manoire,O,O (*),26/09/2016,,26/10/2016,,
24053,Boulazac Isle Manoire,24447,Sainte-Marie-de-Chignac,N,O,26/09/2016,,26/10/2016,,
24087,Castels et Bézenac,24087,Castels,O,O,29/06/2016,,29/10/2016,,
24087,Castels et Bézenac,24041,Bézenac,N,O,29/06/2016,,29/10/2016,,
24117,Coteaux Périgourdins (Les),24117,Chavagnac,O,O,29/06/2016,,27/10/2016,,
24117,Coteaux Périgourdins (Les),24204,Grèzes,N,O,29/06/2016,,27/10/2016,,
24147,Cubjac-Auvézère-Val d'Ans,24147,Cubjac,O,O,26/09/2016,,22/10/2016,,
24147,Cubjac-Auvézère-Val d'Ans,24047,Boissière-d'Ans (La),N,O,26/09/2016,,22/10/2016,,
24147,Cubjac-Auvézère-Val d'Ans,24475,Saint-Pantaly-d'Ans,N,O,26/09/2016,,22/10/2016,,
24216,Jemaye-Ponteyraud (La),24216,Jemaye (La),O,O,01/12/2016,,18/01/2017,,
24216,Jemaye-Ponteyraud (La),24333,Ponteyraud,N,O,01/12/2016,,18/01/2017,,
24253,Mareuil en Périgord,24253,Mareuil,O,O,26/09/2016,,29/10/2016,,
24253,Mareuil en Périgord,24033,Beaussac,N,O,26/09/2016,,29/10/2016,,
24253,Mareuil en Périgord,24099,Champeaux-et-la-Chapelle-Pommier,N,O,26/09/2016,,29/10/2016,,
24253,Mareuil en Périgord,24203,Graulges (Les),N,O,26/09/2016,,29/10/2016,,
24253,Mareuil en Périgord,24235,Léguillac-de-Cercles,N,O,26/09/2016,,29/10/2016,,
24253,Mareuil en Périgord,24283,Monsec,N,O,26/09/2016,,29/10/2016,,
24253,Mareuil en Périgord,24344,Puyrenier,N,O,26/09/2016,,29/10/2016,,
24253,Mareuil en Périgord,24503,Saint-Sulpice-de-Mareuil,N,O,26/09/2016,,29/10/2016,,
24253,Mareuil en Périgord,24579,Vieux-Mareuil,N,O,26/09/2016,,29/10/2016,,
24312,Sanilhac,24312,Notre-Dame-de-Sanilhac,O,O,26/09/2016,,27/10/2016,,
24312,Sanilhac,24065,Breuilh,N,O,26/09/2016,,27/10/2016,,
24312,Sanilhac,24258,Marsaneix,N,O,26/09/2016,,27/10/2016,,
24362,Val de Louyre et Caudeau,24362,Sainte-Alvère-Saint-Laurent Les Bâtons,O,O (*),26/09/2016,,27/10/2016,,
24362,Val de Louyre et Caudeau,24092,Cendrieux,N,O,26/09/2016,,27/10/2016,,
24490,Saint Privat en Périgord,24490,Saint-Privat-des-Prés,O,O,26/09/2016,,27/10/2016,,
24490,Saint Privat en Périgord,24178,Festalemps,N,O,26/09/2016,,27/10/2016,,
24490,Saint Privat en Périgord,24368,Saint-Antoine-Cumond,N,O,26/09/2016,,27/10/2016,,
24554,Tour-Blanche-Cercles (La),24554,Tour-Blanche (La),O,O,26/09/2016,,23/10/2016,,
24554,Tour-Blanche-Cercles (La),24093,Cercles,N,O,26/09/2016,,23/10/2016,,
25147,Chemaudin et Vaux,25147,Chemaudin,O,N,12/08/2016,,22/10/2016,,
25147,Chemaudin et Vaux,25593,Vaux-les-Prés,N,N,12/08/2016,,22/10/2016,,
25156,Pays de Clerval,25156,Clerval,O,N,09/08/2016,,22/10/2016,,
25156,Pays de Clerval,25531,Santoche,N,N,09/08/2016,,22/10/2016,,
25222,Étalans,25222,Étalans,O,N,12/08/2016,,22/10/2016,,
25222,Étalans,25123,Charbonnières-les-Sapins,N,N,12/08/2016,,22/10/2016,,
25222,Étalans,25610,Verrières-du-Grosbois,N,N,12/08/2016,,22/10/2016,,
25334,Levier,25334,Levier,O,N,16/11/2016,,27/12/2016,,
25334,Levier,25319,Labergement-du-Navois,N,N,16/11/2016,,27/12/2016,,
25460,Val (Le),25460,Pointvillers,O,N,23/11/2016,,27/12/2016,,
25460,Val (Le),25399,Montfort,N,N,23/11/2016,,27/12/2016,,
25575,Vaire,25575,Vaire-Arcier,O,N,12/05/2016,01/06/2016,20/07/2016,,
25575,Vaire,25576,Vaire-le-Petit,N,N,12/05/2016,01/06/2016,20/07/2016,,
27062,Monts du Roumois (Les),27062,Berville-en-Roumois,O,O,03/08/2016,,27/10/2016,,
27062,Monts du Roumois (Les),27092,Bosguérard-de-Marcouville,N,O,03/08/2016,,27/10/2016,,
27062,Monts du Roumois (Les),27344,Houlbec-près-le-Gros-Theil,N,O,03/08/2016,,27/10/2016,,
27089,Thénouville,27089,Bosc-Renoult-en-Roumois,O,O,03/08/2016,,26/10/2016,,
27089,Thénouville,27626,Theillement,N,O,03/08/2016,,26/10/2016,,
27090,Bosroumois,27090,Bosc-Roger-en-Roumois (Le),O,O,03/08/2016,,28/10/2016,,
27090,Bosroumois,27093,Bosnormand,N,O,03/08/2016,,28/10/2016,,
27294,Val d'Orger,27294,Grainville,O,O,03/08/2016,,28/10/2016,,
27294,Val d'Orger,27274,Gaillardbois-Cressenville,N,O,03/08/2016,,28/10/2016,,
27412,Terres de Bord,27412,Montaure,O,O,16/12/2016,,18/01/2017,,
27412,Terres de Bord,27648,Tostes,N,O,16/12/2016,,18/01/2017,,
27425,Nassandres sur Risle,27425,Nassandres,O,O,03/08/2016,,26/10/2016,,
27425,Nassandres sur Risle,27131,Carsix,N,O,03/08/2016,,26/10/2016,,
27425,Nassandres sur Risle,27253,Fontaine-la-Soret,N,O,03/08/2016,,26/10/2016,,
27425,Nassandres sur Risle,27452,Perriers-la-Campagne,N,O,03/08/2016,,26/10/2016,,
27448,Pacy-sur-Eure,27448,Pacy-sur-Eure,O,O,03/08/2016,,26/10/2016,,
27448,Pacy-sur-Eure,27510,Saint-Aquilin-de-Pacy,N,O,03/08/2016,,26/10/2016,,
27554,Chapelle-Longueville (La),27554,Saint-Just,O,O,03/08/2016,,27/10/2016,,
27554,Chapelle-Longueville (La),27150,Chapelle-Réanville (La),N,O,03/08/2016,,27/10/2016,,
27554,Chapelle-Longueville (La),27588,Saint-Pierre-d'Autils,N,O,03/08/2016,,27/10/2016,,
27676,Trois Lacs (Les),27676,Venables,O,O,03/08/2016,,26/10/2016,,
27676,Trois Lacs (Les),27058,Bernières-sur-Seine,N,O,03/08/2016,,26/10/2016,,
27676,Trois Lacs (Les),27647,Tosny,N,O,03/08/2016,,26/10/2016,,
27679,Verneuil d'Avre et d'Iton,27679,Verneuil-sur-Avre,O,O,03/08/2016,,28/10/2016,,
27679,Verneuil d'Avre et d'Iton,27265,Francheville,N,O,03/08/2016,,28/10/2016,,
28012,Commune nouvelle d'Arrou,28012,Arrou,O,O,25/05/2016,,20/07/2016,,
28012,Commune nouvelle d'Arrou,28044,Boisgasson,N,O,25/05/2016,,20/07/2016,,
28012,Commune nouvelle d'Arrou,28093,Châtillon-en-Dunois,N,O,25/05/2016,,20/07/2016,,
28012,Commune nouvelle d'Arrou,28115,Courtalain,N,O,25/05/2016,,20/07/2016,,
28012,Commune nouvelle d'Arrou,28204,Langey,N,O,25/05/2016,,20/07/2016,,
28012,Commune nouvelle d'Arrou,28356,Saint-Pellerin,N,O,25/05/2016,,20/07/2016,,
28103,Cloyes-les-Trois-Rivières,28103,Cloyes-sur-le-Loir,O,O,25/05/2016,,20/07/2016,,
28103,Cloyes-les-Trois-Rivières,28017,Autheuil,N,O,25/05/2016,,20/07/2016,,
28103,Cloyes-les-Trois-Rivières,28083,Charray,N,O,25/05/2016,,20/07/2016,,
28103,Cloyes-les-Trois-Rivières,28133,Douy,N,O,25/05/2016,,20/07/2016,,
28103,Cloyes-les-Trois-Rivières,28150,Ferté-Villeneuil (La),N,O,25/05/2016,,20/07/2016,,
28103,Cloyes-les-Trois-Rivières,28241,Mée (Le),N,O,25/05/2016,,20/07/2016,,
28103,Cloyes-les-Trois-Rivières,28262,Montigny-le-Gannelon,N,O,25/05/2016,,20/07/2016,,
28103,Cloyes-les-Trois-Rivières,28318,Romilly-sur-Aigre,N,O,25/05/2016,,20/07/2016,,
28103,Cloyes-les-Trois-Rivières,28340,Saint-Hilaire-sur-Yerre,N,O,25/05/2016,,20/07/2016,,
28330,Villemaury,28330,Saint-Cloud-en-Dunois,O,O,09/09/2016,,27/12/2016,,
28330,Villemaury,28101,Civry,N,O,09/09/2016,,27/12/2016,,
28330,Villemaury,28224,Lutz-en-Dunois,N,O,09/09/2016,,27/12/2016,,
28330,Villemaury,28295,Ozoir-le-Breuil,N,O,09/09/2016,,27/12/2016,,
29021,Plounéour-Brignogan-plages,29021,Brignogan-Plages,O,O,29/06/2016,,23/07/2016,,
29021,Plounéour-Brignogan-plages,29203,Plounéour-Trez,N,O,29/06/2016,,23/07/2016,,
29076,Milizac-Guipronvel,29076,Guipronvel,O,O,29/06/2016,,23/07/2016,,
29076,Milizac-Guipronvel,29149,Milizac,N,O,29/06/2016,,23/07/2016,,
31412,Péguilhan,31412,Péguilhan,O,O,04/08/2016,,27/12/2016,,
31412,Péguilhan,31307,Lunax,N,O,04/08/2016,,27/12/2016,,
33106,Castets et Castillon,33106,Castets-en-Dorthe,O,O,01/08/2016,,26/10/2016,,
33106,Castets et Castillon,33107,Castillon-de-Castets,N,O,01/08/2016,,26/10/2016,,
33268,Margaux-Cantenac,33268,Margaux,O,N,17/11/2016,,24/12/2016,,
33268,Margaux-Cantenac,33091,Cantenac,N,O,17/11/2016,,24/12/2016,,
35069,Châteaugiron,35069,Châteaugiron,O,O,13/06/2016,,23/07/2016,,
35069,Châteaugiron,35254,Saint-Aubin-du-Pavail,N,O,13/06/2016,,23/07/2016,,
35069,Châteaugiron,35209,Ossé,N,O,13/06/2016,,23/07/2016,,
35168,Val d'Anast,35168,Maure-de-Bretagne,O,O,29/08/2016,,22/10/2016,,
35168,Val d'Anast,35048,Campel,N,O,29/08/2016,,22/10/2016,,
35191,Portes du Coglais (Les),35191,Montours,O,O,30/09/2016,,24/12/2016,,
35191,Portes du Coglais (Les),35083,Coglès,N,O,30/09/2016,,24/12/2016,,
35191,Portes du Coglais (Les),35323,Selle-en-Coglès (La),N,O,30/09/2016,,24/12/2016,,
35257,Maen Roch,35257,Saint-Brice-en-Coglès,O,O,29/08/2016,,26/10/2016,,
35257,Maen Roch,35267,Saint-Étienne-en-Coglès,N,O,29/08/2016,,26/10/2016,,
37021,Beaumont-Louestault,37021,Beaumont-la-Ronce,O,O,13/12/2016,,20/01/2017,,
37021,Beaumont-Louestault,37135,Louestault,N,O,13/12/2016,,20/01/2017,,
37123,Langeais,37123,Langeais,O,O,30/09/2016,,24/12/2016,,
37123,Langeais,37102,Essards (Les),N,O,30/09/2016,,24/12/2016,,
37232,Côteaux-sur-Loire,37232,Saint-Patrice,O,O,30/09/2016,,24/12/2016,,
37232,Côteaux-sur-Loire,37120,Ingrandes-de-Touraine,N,O,30/09/2016,,24/12/2016,,
37232,Côteaux-sur-Loire,37227,Saint-Michel-sur-Loire,N,O,30/09/2016,,24/12/2016,,
38253,Deux Alpes (Les),38253,Mont-de-Lans,O,O,02/09/2016,,27/12/2016,,
38253,Deux Alpes (Les),38534,Vénosc,N,O,02/09/2016,,27/12/2016,,
38292,Villages du Lac de Paladru,38292,Paladru,O,O,29/07/2016,,28/10/2016,,
38292,Villages du Lac de Paladru,38305,Pin (Le),N,O,29/07/2016,,28/10/2016,,
38297,Arandon-Passins,38297,Passins,O,O,29/07/2016,,28/10/2016,,
38297,Arandon-Passins,38014,Arandon,N,O,29/07/2016,,28/10/2016,,
38407,Sure en Chartreuse (La),38407,Saint-Julien-de-Raz,O,N,02/09/2016,,24/12/2016,,
38407,Sure en Chartreuse (La),38312,Pommiers-la-Placette,N,N,02/09/2016,,24/12/2016,,
38456,Châtel-en-Trièves,38456,Saint-Sébastien,O,O,18/11/2016,,27/12/2016,,
38456,Châtel-en-Trièves,38125,Cordéac,N,O,18/11/2016,,27/12/2016,,
39018,Aromas,39018,Aromas,O,O,15/12/2016,,18/01/2017,,
39018,Aromas,39566,Villeneuve-lès-Charnod,N,O,15/12/2016,,18/01/2017,,
39273,Montlainsia,39273,Lains,O,O,27/05/2016,,20/07/2016,,
39273,Montlainsia,39195,Dessia,N,O,27/05/2016,,20/07/2016,,
39273,Montlainsia,39347,Montagna-le-Templier,N,O,27/05/2016,,20/07/2016,,
39290,Valzin en Petite Montagne,39290,Légna,O,N,04/07/2016,,26/10/2016,,
39290,Valzin en Petite Montagne,39123,Chatonnay,N,N,04/07/2016,,26/10/2016,,
39290,Valzin en Petite Montagne,39224,Fétigny,N,N,04/07/2016,,26/10/2016,,
39290,Valzin en Petite Montagne,39506,Savigna,N,N,04/07/2016,,26/10/2016,,
39378,Trois Châteaux (Les),39378,Nanc-lès-Saint-Amour,O,O,18/03/2016,01/04/2016,17/07/2016,,
39378,Trois Châteaux (Les),39023,Aubépin (L'),N,O,18/03/2016,01/04/2016,17/07/2016,,
39378,Trois Châteaux (Les),39135,Chazelles,N,O,18/03/2016,01/04/2016,17/07/2016,,
39485,Val Suran,39485,Saint-Julien,O,O,15/11/2016,,28/12/2016,,
39485,Val Suran,39069,Bourcia,N,O,15/11/2016,,28/12/2016,,
39485,Val Suran,39303,Louvenne,N,O,15/11/2016,,28/12/2016,,
39485,Val Suran,39564,Villechantria,N,O,15/11/2016,,28/12/2016,,
39491,Coteaux du Lizon,39491,Saint-Lupicin,O,O,04/07/2016,,22/10/2016,,
39491,Coteaux du Lizon,39186,Cuttura,N,O,04/07/2016,,22/10/2016,,
39510,Septmoncel les Molunes,39510,Septmoncel,O,O,15/12/2016,,18/01/2017,,
39510,Septmoncel les Molunes,39341,Molunes (Les),N,O,15/12/2016,,18/01/2017,,
39530,Thoirette-Coisia,39530,Thoirette,O,O,19/12/2016,,18/01/2017,,
39530,Thoirette-Coisia,39158,Coisia,N,O,19/12/2016,,18/01/2017,,
39537,Trenal,39537,Trenal,O,O,08/06/2016,,20/07/2016,,
39537,Trenal,39309,Mallerey,N,O,08/06/2016,,20/07/2016,,
39576,Val-Sonnette,39576,Vincelles,O,O,04/07/2016,,22/10/2016,,
39576,Val-Sonnette,39064,Bonnaud,N,O,04/07/2016,,22/10/2016,,
39576,Val-Sonnette,39264,Grusse,N,O,04/07/2016,,22/10/2016,,
39576,Val-Sonnette,39549,Vercia,N,O,04/07/2016,,22/10/2016,,
39577,Vincent-Froideville,39577,Vincent,O,N,11/03/2016,01/04/2016,22/07/2016,,
39577,Vincent-Froideville,39243,Froideville,N,O,11/03/2016,01/04/2016,22/07/2016,,
40243,Rion-des-Landes,40243,Rion-des-Landes,O,O,25/11/2016,,27/12/2016,,
40243,Rion-des-Landes,40048,Boos,N,O,25/11/2016,,27/12/2016,,
41055,Valloire-sur-Cisse,41055,Chouzy-sur-Cisse,O,O,04/06/2016,,20/07/2016,,
41055,Valloire-sur-Cisse,41064,Coulanges,N,O,04/06/2016,,20/07/2016,,
41055,Valloire-sur-Cisse,41240,Seillac,N,O,04/06/2016,,20/07/2016,,
41142,Valencisse,41142,Valencisse,O,O (*),27/07/2016,,27/10/2016,,
41142,Valencisse,41033,Chambon-sur-Cisse,N,O,27/07/2016,,27/10/2016,,
41167,Veuzain-sur-Loire,41167,Onzain,O,O,26/09/2016,,27/12/2016,,
41167,Veuzain-sur-Loire,41272,Veuves,N,O,26/09/2016,,27/12/2016,,
41171,Oucques La Nouvelle,41171,Oucques,O,O,30/09/2016,,27/12/2016,,
41171,Oucques La Nouvelle,41011,Baigneaux,N,O,30/09/2016,,27/12/2016,,
41171,Oucques La Nouvelle,41015,Beauvilliers,N,O,30/09/2016,,27/12/2016,,
41171,Oucques La Nouvelle,41210,Sainte-Gemmes,N,O,30/09/2016,,27/12/2016,,
43221,Saint-Privat-d'Allier,43221,Saint-Privat-d'Allier,O,N,27/09/2016,,24/12/2016,,
43221,Saint-Privat-d'Allier,43176,Saint-Didier-d'Allier,N,O,27/09/2016,,24/12/2016,,
45051,Bray-Saint-Aignan,45051,Bray-en-Val,O,O,25/07/2016,,27/10/2016,,
45051,Bray-Saint-Aignan,45267,Saint-Aignan-des-Gués,N,O,25/07/2016,,27/10/2016,,
46063,Castelnau Montratier-Sainte Alauzie,46063,Castelnau-Montratier,O,O,03/08/2016,,18/01/2017,,
46063,Castelnau Montratier-Sainte Alauzie,46248,Sainte-Alauzie,N,O,03/08/2016,,18/01/2017,,
46156,Bellefont-La Rauze,46156,Laroque-des-Arcs,O,O,21/11/2016,,18/01/2017,,
46156,Bellefont-La Rauze,46077,Cours,N,O,21/11/2016,,18/01/2017,,
46156,Bellefont-La Rauze,46327,Valroufié,N,O,21/11/2016,,18/01/2017,,
46268,Saint Géry-Vers,46268,Saint-Géry,O,O,21/11/2016,,18/01/2017,,
46268,Saint Géry-Vers,46331,Vers,N,O,21/11/2016,,18/01/2017,,
48009,Peyre en Aubrac,48009,Aumont-Aubrac,O,O,15/09/2016,,18/01/2017,,
48009,Peyre en Aubrac,48047,Chaze-de-Peyre (La),N,O,15/09/2016,,18/01/2017,,
48009,Peyre en Aubrac,48060,Fau-de-Peyre,N,O,15/09/2016,,18/01/2017,,
48009,Peyre en Aubrac,48076,Javols,N,O,15/09/2016,,18/01/2017,,
48009,Peyre en Aubrac,48142,Sainte-Colombe-de-Peyre,N,O,15/09/2016,,18/01/2017,,
48009,Peyre en Aubrac,48183,Saint-Sauveur-de-Peyre,N,O,15/09/2016,,18/01/2017,,
48027,Mont Lozère et Goulet,48027,Bleymard (Le),O,O,23/05/2016,,20/07/2016,,
48027,Mont Lozère et Goulet,48014,Bagnols-les-Bains,N,O,23/05/2016,,20/07/2016,,
48027,Mont Lozère et Goulet,48023,Belvezet,N,O,23/05/2016,,20/07/2016,,
48027,Mont Lozère et Goulet,48040,Chasseradès,N,O,23/05/2016,,20/07/2016,,
48027,Mont Lozère et Goulet,48093,Mas-d'Orcières,N,O,23/05/2016,,20/07/2016,,
48027,Mont Lozère et Goulet,48164,Saint-Julien-du-Tournel,N,O,23/05/2016,,20/07/2016,,
48087,Prinsuéjols-Malbouzon,48087,Malbouzon,O,O,03/08/2016,,28/10/2016,,
48087,Prinsuéjols-Malbouzon,48120,Prinsuéjols,N,O,03/08/2016,,28/10/2016,,
48094,Massegros Causses Gorges,48094,Massegros (Le),O,O,22/12/2016,,18/01/2017,,
48094,Massegros Causses Gorges,48125,Recoux (Le),N,O,22/12/2016,,18/01/2017,,
48094,Massegros Causses Gorges,48154,Saint-Georges-de-Lévéjac,N,O,22/12/2016,,18/01/2017,,
48094,Massegros Causses Gorges,48180,Saint-Rome-de-Dolan,N,O,22/12/2016,,18/01/2017,,
48094,Massegros Causses Gorges,48195,Vignes (Les),N,O,22/12/2016,,18/01/2017,,
48139,Saint Bonnet-Laval,48139,Saint-Bonnet-de-Montauroux,O,O,13/09/2016,,26/10/2016,,
48139,Saint Bonnet-Laval,48084,Laval-Atger,N,O,13/09/2016,,26/10/2016,,
48146,Gorges du Tarn Causses,48146,Sainte-Enimie,O,O,04/07/2016,,26/10/2016,,
48146,Gorges du Tarn Causses,48101,Montbrun,N,O,04/07/2016,,26/10/2016,,
48146,Gorges du Tarn Causses,48122,Quézac,N,O,04/07/2016,,26/10/2016,,
49050,Brissac Loire Aubance,49050,Brissac-Quincé,O,O,06/09/2016,15/12/2016,24/12/2016,,
49050,Brissac Loire Aubance,49001,Alleuds (Les),N,O,06/09/2016,15/12/2016,24/12/2016,,
49050,Brissac Loire Aubance,49078,Charcé-Saint-Ellier-sur-Aubance,N,O,06/09/2016,15/12/2016,24/12/2016,,
49050,Brissac Loire Aubance,49186,Luigné,N,O,06/09/2016,15/12/2016,24/12/2016,,
49050,Brissac Loire Aubance,49317,Saint-Rémy-la-Varenne,N,O,06/09/2016,15/12/2016,24/12/2016,,
49050,Brissac Loire Aubance,49318,Saint-Saturnin-sur-Loire,N,O,06/09/2016,15/12/2016,24/12/2016,,
49050,Brissac Loire Aubance,49327,Saulgé-l'Hôpital,N,O,06/09/2016,15/12/2016,24/12/2016,,
49050,Brissac Loire Aubance,49363,Vauchrétien,N,O,06/09/2016,15/12/2016,24/12/2016,,
49050,Brissac Loire Aubance,49091,Chemellier,N,O,06/09/2016,15/12/2016,24/12/2016,,
49050,Brissac Loire Aubance,49115,Coutures,N,O,06/09/2016,15/12/2016,24/12/2016,,
49065,Hauts d'Anjou (Les),49065,Champigné,O,O,28/10/2016,15/12/2016,18/01/2017,,
49065,Hauts d'Anjou (Les),49051,Brissarthe,N,O,28/10/2016,15/12/2016,18/01/2017,,
49065,Hauts d'Anjou (Les),49096,Cherré,N,O,28/10/2016,15/12/2016,18/01/2017,,
49065,Hauts d'Anjou (Les),49105,Contigné,N,O,28/10/2016,15/12/2016,18/01/2017,,
49065,Hauts d'Anjou (Les),49189,Marigné,N,O,28/10/2016,15/12/2016,18/01/2017,,
49065,Hauts d'Anjou (Les),49254,Querré,N,O,28/10/2016,15/12/2016,18/01/2017,,
49065,Hauts d'Anjou (Les),49335,Sœurdres,N,O,28/10/2016,15/12/2016,18/01/2017,,
49086,Terranjou,49086,Chavagnes,O,O,10/11/2016,,18/01/2017,,
49086,Terranjou,49191,Martigné-Briand,N,O,10/11/2016,,18/01/2017,,
49086,Terranjou,49227,Notre-Dame-d'Allençon,N,O,10/11/2016,,18/01/2017,,
49125,Doué-en-Anjou,49125,Doué-la-Fontaine,O,O,23/09/2016,30/12/2016,24/12/2016,,
49125,Doué-en-Anjou,49047,Brigné,N,O,23/09/2016,30/12/2016,24/12/2016,,
49125,Doué-en-Anjou,49104,Concourson-sur-Layon,N,O,23/09/2016,30/12/2016,24/12/2016,,
49125,Doué-en-Anjou,49141,Forges,N,O,23/09/2016,30/12/2016,24/12/2016,,
49125,Doué-en-Anjou,49198,Meigné,N,O,23/09/2016,30/12/2016,24/12/2016,,
49125,Doué-en-Anjou,49207,Montfort,N,O,23/09/2016,30/12/2016,24/12/2016,,
49125,Doué-en-Anjou,49282,Saint-Georges-sur-Layon,N,O,23/09/2016,30/12/2016,24/12/2016,,
49125,Doué-en-Anjou,49365,Verchers-sur-Layon (Les),N,O,23/09/2016,30/12/2016,24/12/2016,,
49167,Garennes sur Loire (Les),49167,Juigné-sur-Loire,O,O,06/09/2016,15/12/2016,24/12/2016,,
49167,Garennes sur Loire (Les),49290,Saint-Jean-des-Mauvrets,N,O,06/09/2016,15/12/2016,24/12/2016,,
49183,Val d'Erdre-Auxence,49183,Louroux-Béconnais (Le),O,O,30/09/2016,15/12/2016,18/01/2017,,
49183,Val d'Erdre-Auxence,49108,Cornuaille (La),N,O,30/09/2016,15/12/2016,18/01/2017,,
49183,Val d'Erdre-Auxence,49376,Villemoisan,N,O,30/09/2016,15/12/2016,18/01/2017,,
49220,Morannes sur Sarthe-Daumeray,49220,Morannes-sur-Sarthe,O,O (*),06/09/2016,,29/10/2016,,
49220,Morannes sur Sarthe-Daumeray,49119,Daumeray,N,O,06/09/2016,,29/10/2016,,
49228,Noyant-Villages,49228,Noyant,O,O,07/12/2016,15/12/2016,18/01/2017,,
49228,Noyant-Villages,49013,Auverse,N,O,07/12/2016,15/12/2016,18/01/2017,,
49228,Noyant-Villages,49044,Breil,N,O,07/12/2016,15/12/2016,18/01/2017,,
49228,Noyant-Villages,49052,Broc,N,O,07/12/2016,15/12/2016,18/01/2017,,
49228,Noyant-Villages,49062,Chalonnes-sous-le-Lude,N,O,07/12/2016,15/12/2016,18/01/2017,,
49228,Noyant-Villages,49087,Chavaignes,N,O,07/12/2016,15/12/2016,18/01/2017,,
49228,Noyant-Villages,49098,Chigné,N,O,07/12/2016,15/12/2016,18/01/2017,,
49228,Noyant-Villages,49122,Dénezé-sous-le-Lude,N,O,07/12/2016,15/12/2016,18/01/2017,,
49228,Noyant-Villages,49150,Genneteil,N,O,07/12/2016,15/12/2016,18/01/2017,,
49228,Noyant-Villages,49173,Lasse,N,O,07/12/2016,15/12/2016,18/01/2017,,
49228,Noyant-Villages,49175,Linières-Bouton,N,O,07/12/2016,15/12/2016,18/01/2017,,
49228,Noyant-Villages,49197,Meigné-le-Vicomte,N,O,07/12/2016,15/12/2016,18/01/2017,,
49228,Noyant-Villages,49202,Méon,N,O,07/12/2016,15/12/2016,18/01/2017,,
49228,Noyant-Villages,49234,Parçay-les-Pins,N,O,07/12/2016,15/12/2016,18/01/2017,,
49248,Ombrée d'Anjou,49248,Pouancé,O,O,07/12/2016,15/12/2016,18/01/2017,,
49248,Ombrée d'Anjou,49073,Chapelle-Hullin (La),N,O,07/12/2016,15/12/2016,18/01/2017,,
49248,Ombrée d'Anjou,49088,Chazé-Henry,N,O,07/12/2016,15/12/2016,18/01/2017,,
49248,Ombrée d'Anjou,49103,Combrée,N,O,07/12/2016,15/12/2016,18/01/2017,,
49248,Ombrée d'Anjou,49156,Grugé-l'Hôpital,N,O,07/12/2016,15/12/2016,18/01/2017,,
49248,Ombrée d'Anjou,49226,Noëllet,N,O,07/12/2016,15/12/2016,18/01/2017,,
49248,Ombrée d'Anjou,49250,Prévière (La),N,O,07/12/2016,15/12/2016,18/01/2017,,
49248,Ombrée d'Anjou,49309,Saint-Michel-et-Chanveaux,N,O,07/12/2016,15/12/2016,18/01/2017,,
49248,Ombrée d'Anjou,49354,Tremblay (Le),N,O,07/12/2016,15/12/2016,18/01/2017,,
49248,Ombrée d'Anjou,49366,Vergonnes,N,O,07/12/2016,15/12/2016,18/01/2017,,
49331,Segré-en-Anjou Bleu,49331,Segré,O,O,28/09/2016,15/12/2016,24/12/2016,,
49331,Segré-en-Anjou Bleu,49014,Aviré,N,O,28/09/2016,15/12/2016,24/12/2016,,
49331,Segré-en-Anjou Bleu,49037,Bourg-d'Iré (Le),N,O,28/09/2016,15/12/2016,24/12/2016,,
49331,Segré-en-Anjou Bleu,49077,Chapelle-sur-Oudon (La),N,O,28/09/2016,15/12/2016,24/12/2016,,
49331,Segré-en-Anjou Bleu,49081,Châtelais,N,O,28/09/2016,15/12/2016,24/12/2016,,
49331,Segré-en-Anjou Bleu,49136,Ferrière-de-Flée (La),N,O,28/09/2016,15/12/2016,24/12/2016,,
49331,Segré-en-Anjou Bleu,49158,Hôtellerie-de-Flée (L'),N,O,28/09/2016,15/12/2016,24/12/2016,,
49331,Segré-en-Anjou Bleu,49184,Louvaines,N,O,28/09/2016,15/12/2016,24/12/2016,,
49331,Segré-en-Anjou Bleu,49187,Marans,N,O,28/09/2016,15/12/2016,24/12/2016,,
49331,Segré-en-Anjou Bleu,49208,Montguillon,N,O,28/09/2016,15/12/2016,24/12/2016,,
49331,Segré-en-Anjou Bleu,49229,Noyant-la-Gravoyère,N,O,28/09/2016,15/12/2016,24/12/2016,,
49331,Segré-en-Anjou Bleu,49233,Nyoiseau,N,O,28/09/2016,15/12/2016,24/12/2016,,
49331,Segré-en-Anjou Bleu,49277,Sainte-Gemmes-d'Andigné,N,O,28/09/2016,15/12/2016,24/12/2016,,
